#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-02-21T13:31:39 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T13:31:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=Vmag&-out=RAICRS&-out=DEICRS&HIPep=HIPep&Erratum=Erratum&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	HIP	Vmag	RAICRS	DEICRS
054.6696679389	+22.6596116201	 17000	 6.71	054.66961700	+22.65972170
054.6728489340	-24.0473030062	 17001	 9.92	054.67263931	-24.04700118
054.6758380774	-35.2042494012	 17002	 7.04	054.67580732	-35.20429862
054.6787132145	+02.7278512937	 17003	 7.84	054.67865518	+02.72790620
054.6789685798	-21.3156718432	 17004	 9.66	054.67893975	-21.31568368
054.6795002509	-00.5143256965	 17005	 8.27	054.67948416	-00.51432295
054.6982527619	-25.6084959640	 17006	 8.15	054.69823314	-25.60847353
054.6986319810	-27.9430542501	 17007	 6.01	054.69857269	-27.94311708
054.6992833423	+59.5840865743	 17008	 8.49	054.69929256	+59.58409355
054.7044393174	+20.3924460083	 17009	 9.34	054.70444357	+20.39248305
054.7055697492	-20.2157509903	 17010	 7.74	054.70553183	-20.21576290
054.7060742827	+01.6544850832	 17011	 9.77	054.70607207	+01.65449692
054.7090251290	-08.5069921231	 17012	 7.28	054.70901638	-08.50693238
054.7108549645	+02.8483531804	 17013	 9.68	054.71092381	+02.84845767
054.7209167949	-48.6835975761	 17014	 9.04	054.72080186	-48.68368984
054.7260718776	+43.1366189842	 17016	 8.63	054.72606878	+43.13662088
054.7269037545	+42.3930026015	 17015	 8.98	054.72627928	+42.39372844
054.7272978469	-01.5254848039	 17017	 7.34	054.72718695	-01.52542754
054.7295514599	+02.7634968686	 17018	 7.22	054.72949228	+02.76354582
054.7358454753	+38.7127725758	 17019	 8.35	054.73581850	+38.71277768
054.7369439634	+24.5698102711	 17020	10.53	054.73688327	+24.56991566
054.7388918941	+04.7673732619	 17021	 9.88	054.73886887	+04.76738488
054.7382733853	+42.5382753374	 17022	 6.73	054.73891587	+42.53859836
054.7434980217	-35.6360039758	 17023	 8.08	054.74362886	-35.63593033
054.7448913106	+00.7965177446	 17024	 8.66	054.74475769	+00.79656988
054.7495960215	-24.0878369396	 17025	 9.08	054.74949935	-24.08783745
054.7502500086	+20.9157647649	 17026	 6.50	054.75026216	+20.91584806
054.7546574454	-05.6262098308	 17027	 5.97	054.75469049	-05.62570656
054.7562599112	-40.6312262074	 17028	 8.30	054.75624646	-40.63125219
054.7568771978	-45.7744698114	 17029	 9.65	054.75695665	-45.77438586
054.7620969060	-33.9667446118	 17030	 9.38	054.76209547	-33.96674415
054.7679919276	+13.6829685425	 17031	 9.27	054.76788281	+13.68296023
054.7685706088	+09.6528432047	 17032	 9.07	054.76854911	+09.65291967
054.7769701922	+52.8191536087	 17033	 7.79	054.77698266	+52.81912189
054.7780146363	+24.7028709801	 17034	 7.11	054.77795749	+24.70298281
054.7781176370	-06.4996904824	 17035	 9.45	054.77809200	-06.49970684
054.7801779612	+65.6600594894	 17036	 7.60	054.78024519	+65.66007417
054.7808834123	+25.1567856956	 17037	 9.07	054.78086526	+25.15682439
054.7840464482	+09.1436874133	 17038	 7.76	054.78401085	+09.14377433
054.7951170304	+27.9564860443	 17039	 8.81	054.79512047	+27.95651577
054.7952603486	+11.0899601507	 17040	10.37	054.79522176	+11.08997155
054.8007128805	+41.2827582625	 17042	 7.84	054.80072805	+41.28279370
054.8009931558	+74.4596351747	 17041	 8.84	054.80084383	+74.45967139
054.8050114701	+21.8432516689	 17043	 7.27	054.80495415	+21.84335278
054.8061378809	+24.4665213562	 17044	10.40	054.80608394	+24.46663095
054.8136822773	-27.6790396809	 17045	 9.32	054.81353231	-27.67881449
054.8146997539	-22.3224633840	 17046	 8.43	054.81469287	-22.32240945
054.8198404958	-42.7625524943	 17047	 8.27	054.82001172	-42.76228280
054.8210550426	+13.8914947785	 17049	 6.67	054.82102357	+13.89173640
054.8211664063	-22.3298102839	 17048	11.02	054.82116257	-22.32978102
054.8240689340	+48.0870662837	 17050	 8.78	054.82417860	+48.08706694
054.8268020865	-04.3052548247	 17051	 9.83	054.82685610	-04.30515279
054.8455583013	+32.5567706786	 17052	 9.53	054.84553924	+32.55681438
054.8479540820	-20.5889875678	 17053	 8.52	054.84791807	-20.58897979
054.8484967381	-60.0778417174	 17054	 8.58	054.84813032	-60.07819077
054.8539159545	+61.3230121464	 17055	 8.31	054.85384783	+61.32308307
054.8545076788	+75.7396225443	 17056	 6.25	054.85456402	+75.73960152
054.8558607866	-10.4372776886	 17057	 6.19	054.85592628	-10.43702564
054.8573010819	+16.5366851511	 17058	 6.18	054.85719860	+16.53676604
054.8589136902	+09.0651683358	 17059	 8.79	054.85877443	+09.06517344
054.8591224306	+41.6863864603	 17060	 8.64	054.85910095	+41.68637037
054.8599344593	-15.7575548043	 17061	 8.42	054.85983882	-15.75755128
054.8663091592	+67.4876288794	 17062	 9.50	054.86633252	+67.48764006
054.8670440730	-08.0120331869	 17063	 8.19	054.86699378	-08.01195293
054.8683498290	+12.8151873878	 17065	 9.67	054.86831219	+12.81520936
054.8682352811	+75.2948900854	 17064	 7.89	054.86835133	+75.29487645
054.8690450558	+06.7365973927	 17066	 9.30	054.86887672	+06.73660449
054.8709256959	-39.1209405769	 17067	 9.31	054.87080392	-39.12099507
054.8736356529	+14.4824313835	 17068	 9.90	054.87364346	+14.48251463
054.8743096719	-20.1099135448	 17069	 9.58	054.87419141	-20.10997934
054.8777591851	+03.7927968596	 17070	 9.86	054.87773468	+03.79277287
054.8781504218	-18.9983339742	 17071	 7.78	054.87800449	-18.99836895
054.8827243636	-02.8629862142	 17072	10.23	054.88269078	-02.86295311
054.8857268136	+64.8050177482	 17073	 8.59	054.88570015	+64.80501821
054.8858711071	-29.1022748637	 17074	 8.28	054.88593314	-29.10220377
054.8859715965	+59.4454337185	 17075	 6.90	054.88600932	+59.44542159
054.8899916740	+18.3849132233	 17076	 8.24	054.88950964	+18.38538271
054.8908534637	+35.8052565866	 17077	 9.76	054.89045442	+35.80579549
054.8915579660	-27.3640203594	 17078	 9.16	054.89151311	-27.36403504
054.8926308407	-85.1945368726	 17079	 8.96	054.89258674	-85.19451614
054.8985738379	+57.4731681525	 17080	 9.15	054.89855874	+57.47319659
054.9007093785	-35.9400725274	 17081	 8.41	054.90068233	-35.94008276
054.9029800298	-17.3650899669	 17082	 6.86	054.90299424	-17.36504821
054.9049105100	+59.3700463928	 17083	 8.22	054.90495230	+59.37010424
054.9068984603	+12.6547211178	 17084	10.02	054.90683997	+12.65474834
054.9096839483	-04.1484277178	 17085	 9.58	054.90968485	-04.14842694
054.9096721891	-43.5099207426	 17087	 8.03	054.90975748	-43.51006451
054.9097739520	-03.3930098625	 17086	 6.22	054.90980877	-03.39284230
054.9123925666	-07.8391126769	 17088	 8.29	054.91236364	-07.83910242
054.9134962959	-56.2345883442	 17089	 6.85	054.91346634	-56.23462699
054.9141369318	+27.7593137711	 17090	 8.92	054.91411375	+27.75935441
054.9215676594	+23.2908751642	 17091	 9.94	054.92150640	+23.29098731
054.9218783137	-56.1481485650	 17092	 8.37	054.92182338	-56.14816519
054.9218775588	-03.7849688465	 17093	 9.61	054.92192423	-03.78493635
054.9224057758	+37.7923049586	 17094	 9.76	054.92237711	+37.79233291
054.9243686992	-71.0983787810	 17095	 9.00	054.92405890	-71.09842275
054.9295633857	-52.9158380341	 17096	 7.12	054.93034384	-52.91561462
054.9351460063	-01.5925001757	 17097	 7.47	054.93514197	-01.59240220
054.9382439847	+56.3830354783	 17098	 6.53	054.93816584	+56.38304102
054.9394934412	-40.3522142510	 17099	 6.55	054.93942656	-40.35223406
054.9452896345	-13.2589669412	 17100	 9.36	054.94531086	-13.25897066
054.9465914124	-06.7771671193	 17101	 6.96	054.94649566	-06.77720997
054.9540036900	+33.4734180006	 17102	 9.03	054.95411969	+33.47343115
054.9630094906	+03.0568632922	 17103	 5.55	054.96309860	+03.05684307
054.9651514020	+49.9355207981	 17104	 9.09	054.96479995	+49.93576750
054.9669014361	-30.0878467944	 17105	11.76	054.96686107	-30.08783260
054.9679400927	+55.7582831460	 17106	 8.75	054.96794303	+55.75828458
054.9719882219	-10.9468246503	 17107	 7.01	054.97176569	-10.94676114
054.9726673904	-28.5114905294	 17108	 6.94	054.97272993	-28.51122346
054.9732734502	+47.3838150273	 17109	10.91	054.97320424	+47.38384626
054.9776068102	+55.8788947686	 17110	 8.41	054.97752834	+55.87895597
054.9783170504	-51.6869470767	 17111	 8.50	054.97830474	-51.68689691
054.9815416288	+45.3915270836	 17112	 9.37	054.98151664	+45.39156816
054.9820166157	+31.9258851639	 17113	 9.03	054.98200917	+31.92589965
054.9838174715	-41.5313870903	 17114	 8.60	054.98379851	-41.53140075
054.9859532971	-26.2223478083	 17115	 9.44	054.98595010	-26.22242510
054.9888626641	-67.2293361735	 17116	 9.24	054.98882913	-67.22935992
054.9891827295	-58.0187509282	 17117	 8.69	054.98920182	-58.01878639
054.9950662208	+63.8704126814	 17118	 6.81	054.99435196	+63.87076052
054.9951619141	+64.2854100381	 17119	 7.38	054.99518645	+64.28548417
054.9982044320	-01.1212264942	 17120	 6.12	054.99812309	-01.12121089
055.0012847837	+16.3601899754	 17121	 8.37	055.00131318	+16.36019209
055.0057722662	-55.5477682912	 17122	 7.84	055.00571637	-55.54772301
055.0066436319	-22.1697719971	 17123	 8.59	055.00660736	-22.16975107
055.0122979155	-34.5497574906	 17124	 7.84	055.01227897	-34.54946981
055.0128392899	+27.7405139019	 17125	 9.61	055.01278519	+27.74062177
055.0210113269	+44.0714562061	 17127	 8.55	055.02102063	+44.07145922
055.0224571192	+63.8746276090	 17126	 8.21	055.02169771	+63.87494842
055.0299689231	+04.6303408285	 17128	10.04	055.02964582	+04.63033553
055.0299504037	+34.1164755365	 17129	 6.82	055.03016874	+34.11646037
055.0348352389	+69.7135994581	 17130	 9.08	055.03485648	+69.71360709
055.0369188077	+48.9577094704	 17131	 8.14	055.03691270	+48.95771596
055.0390113157	-01.8967593539	 17132	 7.28	055.03897260	-01.89674759
055.0415013562	+13.1987300335	 17133	10.08	055.04144154	+13.19879578
055.0418491329	+26.9603380552	 17134	 8.33	055.04153172	+26.96055175
055.0449859496	-09.0391298869	 17135	 6.92	055.04485679	-09.03913188
055.0476558186	-15.2265341451	 17136	 6.35	055.04766529	-15.22649985
055.0501331754	+68.2692136837	 17137	 8.97	055.05007987	+68.26919509
055.0519741667	-19.5928264339	 17138	 6.91	055.05198686	-19.59286192
055.0544923720	+58.3007061492	 17139	 9.12	055.05444533	+58.30079292
055.0579955225	+26.8874393104	 17140	 8.23	055.05799168	+26.88745105
055.0634984658	+08.0813841493	 17141	 8.72	055.06350178	+08.08138150
055.0653249207	+07.5852763989	 17142	 7.45	055.06546905	+07.58537926
055.0724523588	-08.0873493094	 17143	 8.24	055.07242231	-08.08729399
055.0764570249	-24.5177515114	 17144	 8.72	055.07654585	-24.51799656
055.0815254691	-43.2408180907	 17145	 7.35	055.08150872	-43.24078049
055.0832120195	+61.8440083867	 17146	 9.19	055.08320316	+61.84400722
055.0898461616	+21.4057398491	 17148	 7.16	055.08992871	+21.40572337
055.0919354869	-03.2169815039	 17147	 6.68	055.09025656	-03.21646054
055.0906661722	+11.7316707898	 17149	 9.48	055.09055146	+11.73157121
055.0926441808	-30.5083180343	 17150	 9.25	055.09261202	-30.50833726
055.1011497177	+29.9561321434	 17151	 8.97	055.10102763	+29.95612264
055.1067714468	-56.5549584876	 17152	 8.23	055.10675535	-56.55485813
055.1084827934	-65.2848989069	 17153	 8.61	055.10861737	-65.28478365
055.1167265633	+64.9495036709	 17154	 8.70	055.11662008	+64.94955498
055.1168426552	+05.1258716381	 17155	 6.61	055.11682406	+05.12589327
055.1214902814	+28.6375484387	 17156	 7.99	055.12153556	+28.63754297
055.1224466828	-47.9251483461	 17157	 9.59	055.12209173	-47.92538868
055.1228103210	+05.1299492451	 17158	 9.73	055.12295330	+05.12992020
055.1247397595	+63.6900397156	 17159	 9.58	055.12476663	+63.69004341
055.1256941915	-45.3968142681	 17160	10.55	055.12503871	-45.39600402
055.1336446677	-19.4203697897	 17161	 8.99	055.13357663	-19.42054338
055.1382057404	+52.3341177043	 17162	 9.52	055.13825383	+52.33413518
055.1400648914	-52.6978944658	 17164	 8.24	055.14019929	-52.69779982
055.1405517059	-11.2769255051	 17163	 8.24	055.14057074	-11.27687896
055.1427944001	-02.2204088068	 17165	 9.58	055.14302139	-02.21995947
055.1462546392	+48.9027031211	 17166	 9.17	055.14626710	+48.90271576
055.1597216617	-05.2107061072	 17167	 5.53	055.15972132	-05.21069726
055.1615386568	+28.7733305736	 17168	 6.86	055.16148159	+28.77342940
055.1667998527	+80.4756288825	 17169	 8.65	055.16652032	+80.47567290
055.1675468018	-19.4729426275	 17170	 6.82	055.16732486	-19.47301202
055.1677954902	-53.7382347540	 17171	 7.92	055.16741542	-53.73821689
055.1678679577	+29.4546511640	 17172	 9.31	055.16785495	+29.45467598
055.1692378699	+46.0233748335	 17173	 7.40	055.16923850	+46.02336008
055.1708262383	+18.1005945329	 17174	 9.19	055.17104060	+18.10075179
055.1726411830	-31.2415282590	 17175	 8.63	055.17293979	-31.24129636
055.1820099359	+66.6619377376	 17176	 9.62	055.18203233	+66.66191613
055.1862908452	+33.6346120740	 17177	 8.68	055.18631201	+33.63462814
055.1907587491	+71.6331813814	 17178	 8.76	055.19051847	+71.63328276
055.1909565379	+60.1181971953	 17179	 9.14	055.19095766	+60.11819773
055.1925226135	-04.1461405807	 17180	 8.42	055.19259153	-04.14609248
055.1929565814	+25.3294924837	 17181	 6.11	055.19293082	+25.32952639
055.1959432869	-14.7258419428	 17182	 8.65	055.19596593	-14.72581054
055.1976353406	-02.3326839565	 17183	 6.96	055.19672534	-02.33214712
055.2034216943	-81.7891323561	 17184	 8.65	055.20112570	-81.78962263
055.2053265885	+06.1045654847	 17185	12.27	055.20529596	+06.10456845
055.2052913658	-27.9697594601	 17186	 7.14	055.20538997	-27.96967879
055.2063568122	+31.8262902411	 17187	 8.78	055.20624087	+31.82651813
055.2068805893	+39.1224261853	 17188	 9.84	055.20682288	+39.12244247
055.2075946994	+41.8417128498	 17189	 8.15	055.20769835	+41.84175152
055.2090595173	+39.1171449009	 17190	 7.85	055.20896541	+39.11719621
055.2152248654	-12.6157787996	 17191	 7.59	055.21495881	-12.61588589
055.2278835602	+02.0599721204	 17192	 9.97	055.22781011	+02.06001536
055.2311345374	+43.7019916189	 17193	 7.93	055.23118053	+43.70198948
055.2327416116	-31.8706523082	 17194	 8.18	055.23283271	-31.87054252
055.2250850110	+89.1048825377	 17195	 8.10	055.23321118	+89.10495838
055.2337530879	+41.1887916259	 17196	 7.17	055.23384743	+41.18857606
055.2353254320	+49.5061629587	 17197	 9.77	055.23531716	+49.50617324
055.2363151297	-32.1031360971	 17198	 9.20	055.23625717	-32.10314492
055.2458991736	+44.9251603112	 17199	 8.19	055.24590779	+44.92514303
055.2619759837	+54.0011218653	 17200	 9.34	055.26197801	+54.00112940
              	              	 17201	 8.96	            	
055.2772169830	-63.8870501660	 17202	 8.87	055.27718639	-63.88709710
055.2827419404	+37.5801978558	 17203	 5.55	055.28267183	+37.58026421
055.2892133829	-40.7684084639	 17204	 7.43	055.28926364	-40.76839495
055.2902081013	-05.2878651571	 17205	 8.29	055.29023068	-05.28797373
055.2910796642	+04.1858052399	 17206	 8.45	055.29107189	+04.18581066
055.2938432116	+03.6113781012	 17207	 9.61	055.29394467	+03.61195407
055.2955421757	-44.5901146820	 17208	 9.06	055.29545296	-44.59011913
055.2963926360	-73.9293271399	 17209	 8.40	055.29654506	-73.92939539
055.2975815803	-34.9061453864	 17210	 8.58	055.29759960	-34.90615856
055.2997488280	+58.8449306343	 17211	 6.84	055.29956739	+58.84508619
055.3030478328	-19.3914109482	 17212	 8.96	055.30302910	-19.39142016
055.3071481490	+75.3990337128	 17213	 9.46	055.30624105	+75.39936585
055.3074946809	-11.8024176708	 17214	 6.49	055.30729338	-11.80249015
055.3103756623	+10.6572842601	 17215	10.23	055.31035741	+10.65729109
055.3121143414	-48.8734242829	 17216	 9.23	055.31208973	-48.87343121
055.3163616003	+45.8958401600	 17217	 7.93	055.31653531	+45.89582949
055.3185524226	-05.6809720957	 17218	 8.86	055.31857592	-05.68093712
055.3231302094	-35.4376466280	 17219	 9.12	055.32304131	-35.43765076
055.3266327242	+28.7027555004	 17220	 6.88	055.32661111	+28.70279174
055.3344123927	-27.9223987047	 17221	 9.69	055.33421285	-27.92225275
055.3425126294	-09.1934262553	 17222	 8.61	055.34245334	-09.19340054
055.3432909583	-19.5843901571	 17223	 6.58	055.34331348	-19.58439723
055.3439401072	+36.3793133994	 17224	 7.69	055.34398364	+36.37930358
055.3456998911	+23.4869383378	 17225	 9.17	055.34564029	+23.48704606
055.3464029903	+34.9805174583	 17226	 7.81	055.34642159	+34.98055800
055.3469996812	-41.7530382661	 17227	 7.65	055.34706722	-41.75295553
055.3473905363	+46.5021058167	 17228	10.11	055.34736995	+46.50214140
055.3494401247	+46.1679642857	 17229	 8.56	055.34941461	+46.16801681
055.3551272549	-00.2204335526	 17230	 8.06	055.35514563	-00.22040757
055.3568892029	+50.8215693310	 17231	 8.20	055.35702594	+50.82142447
055.3575803549	+14.8886244907	 17232	 9.66	055.35754766	+14.88864289
055.3594220190	-16.3180573867	 17233	 9.16	055.35939411	-16.31775872
055.3597798821	+19.3885833351	 17234	 8.09	055.35980619	+19.38859629
055.3678194495	+12.6079188476	 17235	 8.10	055.36770523	+12.60811249
055.3695771458	+50.1203962148	 17237	10.64	055.36947271	+50.12039901
055.3695547468	+79.5352839336	 17236	 8.27	055.36951982	+79.53528651
055.3735369069	+13.5233715058	 17238	 9.21	055.37347941	+13.52359711
055.3742610134	-66.4771899777	 17239	 7.78	055.37415237	-66.47721370
055.3838368221	+10.0817728054	 17240	 7.25	055.38387442	+10.08182042
055.3912616209	-58.9872979592	 17241	10.25	055.39047947	-58.98754809
055.3920931544	-78.2986794222	 17242	 8.89	055.39200435	-78.29873970
055.3931000852	-14.2992878536	 17243	 7.29	055.39301656	-14.29923793
055.3966034908	+09.3303746728	 17244	10.84	055.39653972	+09.33039577
055.4006851887	+25.6193199236	 17245	10.10	055.40064489	+25.61943275
055.4024153876	-55.6748591050	 17246	 8.90	055.40240181	-55.67491423
055.4044869388	-20.3676624700	 17247	 9.06	055.40447452	-20.36764497
055.4053166343	+55.2185576127	 17248	11.34	055.40491007	+55.21884753
055.4076801049	-68.1694770930	 17249	 9.32	055.40709100	-68.16935666
055.4086280871	-00.1635844632	 17250	 8.67	055.40866124	-00.16355430
055.4092644009	+39.6996950775	 17251	 8.90	055.40926200	+39.69969114
055.4157721321	-33.3922206432	 17252	 8.88	055.41569327	-33.39218173
055.4226919068	-02.8474985186	 17253	 8.07	055.42279032	-02.84743897
055.4306405592	+37.5871543139	 17254	 7.78	055.43057627	+37.58722305
055.4350388422	-51.4256910843	 17255	 9.03	055.43531081	-51.42577997
055.4397942723	-47.7757332844	 17256	 6.96	055.43987167	-47.77580834
055.4507147739	+62.6484393979	 17257	 6.99	055.45070668	+62.64845070
055.4543419606	-28.7877720583	 17258	 9.34	055.45434992	-28.78779510
055.4544355985	+07.3179965162	 17259	 8.18	055.45445236	+07.31802561
055.4558678340	-48.2391765721	 17260	 7.54	055.45591929	-48.23898327
055.4576129080	+53.2936875462	 17261	 9.34	055.45761242	+53.29368689
055.4588583422	-17.0516097922	 17263	 9.40	055.45887924	-17.05158607
055.4589897040	-43.7676983282	 17262	 8.16	055.45891273	-43.76773204
055.4599877665	-62.7670756925	 17264	 9.73	055.46053888	-62.76696977
055.4665565078	-10.6978534455	 17265	 8.25	055.46580826	-10.69721737
055.4722991742	-05.9393986015	 17266	10.02	055.47163623	-05.93990897
055.4731289917	-43.2729577951	 17267	 8.63	055.47307104	-43.27298125
055.4763154777	-14.3631921115	 17268	 7.05	055.47631332	-14.36317974
055.4777541067	-57.9990324062	 17269	 8.43	055.47704347	-57.99892262
055.4791505741	+43.5143735179	 17271	 7.60	055.47908790	+43.51446532
055.4799407924	-78.7698645000	 17270	 8.89	055.47928108	-78.76988115
055.4798924747	+00.5426831301	 17272	10.97	055.47962989	+00.54315896
055.4868707990	+66.1175035289	 17273	 7.84	055.48671423	+66.11759047
055.4901971533	-06.4186081814	 17274	 8.95	055.49021787	-06.41857323
055.4949251438	-15.1328971891	 17275	11.08	055.49462446	-15.13332504
055.4966605623	-24.6522304252	 17276	 6.77	055.49622425	-24.65215153
055.4979128053	+03.3934808801	 17277	11.31	055.49785678	+03.39350871
055.5017336393	+46.6882415508	 17278	11.86	055.50175295	+46.68876903
055.5020488435	+38.8241510086	 17279	 8.31	055.50207271	+38.82415796
055.5022898939	-23.6445976335	 17280	 8.61	055.50222120	-23.64461963
055.5068629052	+14.9221716342	 17281	 9.47	055.50686859	+14.92217878
055.5077362020	-59.9960435899	 17283	 7.99	055.50774150	-59.99605076
055.5078528514	+18.2057094929	 17282	10.17	055.50786370	+18.20571467
055.5081513730	-21.2372505700	 17284	 8.32	055.50820084	-21.23720332
055.5102442454	+54.9207685081	 17285	 9.25	055.51025245	+54.92077089
055.5122346110	+58.7485418282	 17286	 8.75	055.51224117	+58.74854404
055.5144174039	-84.0834850297	 17287	 7.67	055.51464023	-84.08356237
055.5172315994	-17.1459153482	 17288	 7.70	055.51714092	-17.14586681
055.5196784428	+22.8585640630	 17289	 9.17	055.51962648	+22.85866532
055.5232004007	-23.2470793869	 17290	 8.72	055.52323024	-23.24706213
055.5269096610	+16.9560283349	 17291	 8.91	055.52688575	+16.95602588
055.5276964391	-30.2581918854	 17292	 8.60	055.52765212	-30.25827625
055.5344252587	+62.2853869092	 17293	 9.20	055.53446017	+62.28540018
055.5357024826	-49.4267657925	 17294	 8.29	055.53564045	-49.42678373
055.5381486931	-34.4210984351	 17295	 8.94	055.53815382	-34.42110089
055.5388541863	+63.2168059169	 17296	 5.06	055.53894572	+63.21675891
055.5398385587	-40.0494181911	 17297	 8.92	055.53976680	-40.04945708
055.5410643962	-45.9578884829	 17298	 6.50	055.54131805	-45.95792132
055.5418161878	+28.3069449189	 17299	 8.06	055.54183808	+28.30695678
055.5515094064	+14.7929049703	 17300	 8.23	055.55145028	+14.79284163
055.5528149824	+10.7397930699	 17301	10.74	055.55278584	+10.73989124
055.5563002796	-49.1515492372	 17302	 7.63	055.55624268	-49.15165589
055.5573519022	-15.9632743750	 17303	 7.88	055.55721377	-15.96323850
055.5620945289	-31.9383612832	 17304	 4.99	055.56207975	-31.93839587
055.5663299051	+22.7864564830	 17305	 7.40	055.56627304	+22.78663999
055.5731469636	+31.1679113881	 17306	 9.73	055.57317429	+31.16794527
055.5736029199	+45.4373068781	 17307	 8.30	055.57360770	+45.43733551
